geometry,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,name,phone,ref:CNES,ref:vatin,website,wheelchair,wikidata,wikipedia,name:pt,addr:city,addr:state,addr:suburb,contact:facebook,contact:flickr,contact:instagram,contact:twitter,contact:youtube,email,emergency,fax,military_service,opening_hours,operator,operator:wikidata,short_name,start_date,landuse,military,operator:short,police,contact:phone,contact:website,toilets:wheelchair,official_name,shelter,bench,healthcare:speciality,wikimedia_commons,departures_board,description,gtfs_id,route_ref,barrier,check_date,operator:type,mobile,addr:country,alt_name,name:en,name:etymology:wikidata,url,building,source,loc_name,contact:email,contact:fax,operator:ref:vatin,operator:wikipedia,internet_access,contact:linkedin,old_name,height,toilets,area,internet_access:fee,note,payment:cash,payment:credit_cards,payment:debit_cards,internet_access:ssid,building:levels,brand:wikidata,contact:google_plus,wall,ele,fixme,level,payment:account_cards,payment:american_express,payment:cheque,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,tourism,addr:district,disused:amenity,disused:studio,old_website,fence_type,type,addr:housename,roof:colour,roof:shape,contact:spotify,addr:subdistrict
"POLYGON ((-46.5965067 -23.5943475, -46.5966433 -23.5943584, -46.5966481 -23.5943079, -46.5966283 -23.5943063, -46.596651 -23.5940672, -46.5966307 -23.5940656, -46.5966335 -23.5940361, -46.596836 -23.5940523, -46.5968332 -23.5940814, -46.5967153 -23.5940719, -46.5967061 -23.5941687, -46.5967653 -23.5941734, -46.5967604 -23.5942246, -46.5967334 -23.5942224, -46.5967332 -23.594225, -46.5967 -23.5942223, -46.5966897 -23.5943165, -46.5968906 -23.5943344, -46.5968862 -23.5943777, -46.5969403 -23.594382, -46.5969874 -23.5943857, -46.5970312 -23.5943892, -46.5970353 -23.5943463, -46.5970454 -23.5942398, -46.5970656 -23.5940289, -46.5970282 -23.5940258, -46.5968047 -23.5940067, -46.596776 -23.5940043, -46.5965411 -23.5939844, -46.5965169 -23.5942398, -46.5965067 -23.5943475))",,,,hospital,,Hospital Monumento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6389163 -23.5741009, -46.6390219 -23.5751019, -46.6383147 -23.5751697, -46.6382978 -23.5745262, -46.6381454 -23.5745941, -46.6381302 -23.5743515, -46.6389163 -23.5741009))",432,04103-000,Rua do Paraíso,hospital,hospital,Hospital e Maternidade Santa Joana,,2079542,BR60678604000113,,,,,,São Paulo,,Paraíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6774637 -23.5327988, -46.6775777 -23.5327301, -46.6775667 -23.5327144, -46.6775332 -23.5326671, -46.6775255 -23.5326718, -46.6774925 -23.5326253, -46.6775004 -23.5326205, -46.6774755 -23.5325853, -46.6774671 -23.5325904, -46.6774339 -23.5325435, -46.6774424 -23.5325384, -46.6774409 -23.5325363, -46.6773341 -23.5323851, -46.677268 -23.532428, -46.677241 -23.5324456, -46.6772221 -23.5324579, -46.6774637 -23.5327988))",1300,,Rua João Ramalho,hospital,hospital,Pronto Socorro Itamaraty Perdizes,,,,http://www.greenlinesaude.com.br/credenciados-2/rede-de-atendimento/ps-itamaraty/,,,,,,,,,,,,,,no,,,Mo-Th 08:00-19:00; Fr 08:00-18:00,GreenLine,,,,,,,,,,,,,,general;gynaecology;orthopaedics;dermatology;paediatrics;geriatrics,,,,,,,,private,,,,,,,yes,pmsp,,,,,,,,,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6641247 -23.5310903, -46.6640978 -23.5311063, -46.6640533 -23.5311329, -46.6640868 -23.5311831, -46.6641014 -23.5311749, -46.6641133 -23.5311928, -46.6641722 -23.5311607, -46.6641398 -23.5311122, -46.6642588 -23.5310448, -46.6642389 -23.5310149, -46.664286 -23.5309882, -46.6642482 -23.5309329, -46.6642506 -23.5309315, -46.664217 -23.5308836, -46.6641728 -23.53091, -46.6641335 -23.5309334, -46.6642085 -23.5310404, -46.6641628 -23.5310676, -46.6641247 -23.5310903))",,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,6.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6642412 -23.5312743, -46.664335 -23.5312271, -46.6643165 -23.5311994, -46.6643723 -23.5311653, -46.6643163 -23.5310822, -46.6641722 -23.5311607, -46.6641133 -23.5311928, -46.66417 -23.5312785, -46.6642135 -23.5312535, -46.6642309 -23.5312794, -46.6642412 -23.5312743))",74,05001-000,Avenida Francisco Matarazzo,hospital,hospital,,,,,,,,,,São Paulo,,Agua Branca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,42.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6642406 -23.531384, -46.6644388 -23.5312718, -46.6643886 -23.5311965, -46.664335 -23.5312271, -46.6642412 -23.5312743, -46.6642435 -23.5312777, -46.66419 -23.531308, -46.6642203 -23.5313536, -46.6642406 -23.531384))",,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,16.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6912759 -23.7287697, -46.6909058 -23.7295431, -46.690828 -23.7295677, -46.6907288 -23.7295088, -46.6906429 -23.7295284, -46.6904579 -23.7294597, -46.6904445 -23.7294891, -46.6903399 -23.7294425, -46.6904015 -23.7293467, -46.6903881 -23.7292829, -46.6908039 -23.7285683, -46.6912759 -23.7287697))",180,,Rua Francisco Otávio Pacca,hospital,hospital,Hospital Geral do Grajaú Professor Liberato John Alphonse de Dio,+55 11 3544 9444,2077671,BR46374500014225,,,,,,São Paulo,,Parque das Nações Unidas,,,,,,,,,,,Instituto de Responsabilidade Social Sírio-Libanês,,,1998,,,,,,,,,,,general;gynaecology;paediatrics;orthopaedics;surgery;maternity;urology;neurology,,,,,,,,,,BR,,,,,,,Hospital Geral do Grajaú,,,BR46374500000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6908024 -23.7491366, -46.69053 -23.7492011, -46.6902982 -23.7489994, -46.6902572 -23.7488317, -46.6903502 -23.7487183, -46.6909343 -23.748569, -46.6911071 -23.7491397, -46.6908024 -23.7491366))",180,,Rua Antônio José Escudeiro,hospital,hospital,Pronto Socorro Municipal Dona Maria Antonieta Ferreira de Barros,+55 11 5972-4881,4050282,,,,,,,São Paulo,,Grajaú,,,,,,,yes,,,,Organização Social Associação Saúde da Família,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7055798 -23.744071, -46.705476 -23.7438587, -46.7051638 -23.7439866, -46.7049653 -23.7440679, -46.7050691 -23.7442802, -46.7055798 -23.744071))",,,Rua São Roque do Paraguaçu,hospital,hospital,AMA Jardim Icaraí,,,,,,,,,São Paulo,,Jardim Icaraí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6751041 -23.5849238, -46.6750397 -23.5851635, -46.6749297 -23.5851327, -46.6746722 -23.5850602, -46.6746226 -23.5850479, -46.674695 -23.5847997, -46.6751041 -23.5849238))",533,04534-011,Rua Joaquim Floriano,hospital,hospital,Hospital Sirio Libanes Unidade Itaim,,6729150,BR61590410000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4926657 -23.6099905, -46.4922089 -23.6102501, -46.4921682 -23.6102732, -46.4917483 -23.6105118, -46.4917402 -23.6105164, -46.4922848 -23.6113136, -46.4925473 -23.6111578, -46.4925292 -23.6110967, -46.4926936 -23.6110077, -46.4927098 -23.6110306, -46.4927695 -23.6110237, -46.4928005 -23.6110679, -46.4928542 -23.6110379, -46.4931025 -23.6108986, -46.4932236 -23.6108297, -46.4926657 -23.6099905))",174,03975-130,Rua Manuel França dos Santos,hospital,hospital,Hospital Estadual de Sapopemba,+55 11 2014 6000,2091585,BR46374500015116,https://www.hesap.org.br/,,,,,São Paulo,,Sapopemba,,,,,,sac@hesap.org.br,yes,,,,Serviço Social da Construção Civil do Estado de São Paulo,,,2003-04-05,,,,,,,,,,,general;orthopaedics;paediatrics;gynaecology;maternity;surgery,,,,,,,,,,,,,,,,,HESAP,,,BR46374500000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6222759 -23.4872606, -46.6221295 -23.487409, -46.6222078 -23.4874748, -46.6223542 -23.4873264, -46.6222759 -23.4872606))",50,02332-020,Rua Maestro João Gomes de Araújo,hospital,hospital,Hospital dos Olhos,,2089211,BR43022466000281,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,ophthalmology,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,39.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4452037 -23.5309769, -46.4449803 -23.5308428, -46.4444093 -23.5304999, -46.4438595 -23.5312696, -46.4446539 -23.5317467, -46.4452037 -23.5309769))",1074,08215-263,Rua Augusto Carlos Bauman,hospital,hospital,Hospital Municipal Professor Doutor Waldomiro de Paula,+55 11 3394 8990,,,,,,,,São Paulo,,Itaquera,,,,,,,yes,,,,Secretaria da Saude,,,,,,,,,,,,,,neonatology,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4421776 -23.5786152, -46.4422921 -23.5786904, -46.4423504 -23.5786152, -46.4424605 -23.5784728, -46.4423435 -23.5783958, -46.4423656 -23.5783673, -46.4423826 -23.5783453, -46.4423247 -23.5783073, -46.4423072 -23.57833, -46.4422525 -23.5784007, -46.4421406 -23.5783272, -46.4421713 -23.5782875, -46.4419888 -23.5781675, -46.4418217 -23.5783835, -46.4420908 -23.5785604, -46.4420484 -23.5786152, -46.4418878 -23.5788228, -46.4419127 -23.5788392, -46.4418992 -23.5788567, -46.4419285 -23.578876, -46.4419394 -23.5788618, -46.4419771 -23.5788866, -46.4421035 -23.5787231, -46.4421199 -23.5787339, -46.4421377 -23.5787109, -46.4421202 -23.5786994, -46.4421484 -23.5786629, -46.4420924 -23.578626, -46.4420924 -23.5786152, -46.4420925 -23.5786055, -46.4421162 -23.5785748, -46.4421776 -23.5786152))",2705,08260-005,Avenida Jacu-Pêssego,hospital,hospital,Hospital Santo Expedito,,,,,,,,,São Paulo,,Itaquera,,,,,,sac@hospitalsantoexpedito.com.br,yes,+55  (11) 2842-5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,4.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.509403 -23.6214666, -46.5094413 -23.6214299, -46.5094324 -23.621422, -46.5094545 -23.6214007, -46.5094452 -23.6213925, -46.5094588 -23.6213795, -46.5094198 -23.6213449, -46.5094338 -23.6213315, -46.5093975 -23.6212993, -46.5094102 -23.621287, -46.5093695 -23.621251, -46.5093858 -23.6212354, -46.5093491 -23.6212029, -46.5093307 -23.6211606, -46.5093146 -23.6211761, -46.5092858 -23.6211506, -46.5093162 -23.6211214, -46.509283 -23.6210919, -46.5092221 -23.6211502, -46.5092068 -23.6211366, -46.5092275 -23.6211167, -46.5091736 -23.621069, -46.5091538 -23.621088, -46.5091178 -23.6210561, -46.5090865 -23.6210861, -46.5090936 -23.6210924, -46.509046 -23.6211381, -46.5090865 -23.6211739, -46.5090963 -23.6211644, -46.5091519 -23.6212136, -46.509152 -23.6212649, -46.5091838 -23.6212931, -46.5091998 -23.6212777, -46.5092248 -23.6212998, -46.509235 -23.62129, -46.5092527 -23.6213056, -46.5092613 -23.6212973, -46.5092941 -23.6213264, -46.5093088 -23.6213123, -46.5093305 -23.6213315, -46.5093129 -23.6213483, -46.5093566 -23.621387, -46.5093416 -23.6214014, -46.5093782 -23.6214338, -46.5093724 -23.6214394, -46.509403 -23.6214666))",1016,03978-180,Rua Batista Fergusio,hospital,hospital,AMA/UBS Jardim Elba,11 2704-8997,,,,,,,,São Paulo,,Vila Cardoso Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,5.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7354053 -23.8156682, -46.7352746 -23.8159032, -46.7356949 -23.8160997, -46.7358233 -23.8158733, -46.7354053 -23.8156682))",5252,04883-025,Avenida Sadamu Inoue,hospital,hospital,UPA Parelheiros,+55 11 5926-6500,974730,,http://parelheiros.prefeitura.sp.gov.br,yes,Q10387674,pt:Unidade de Pronto Atendimento,,São Paulo,,Jardim dos Álamos,,,,,,parelheiros@prefeitura.sp.gov.br,yes,+55 11 5926-6500,,24/7,UPA,,,2018,,,,,,,,,,,general,,,Unidade de Pronto Atendimento - UPA 24 horas,,,,,,,,,,,,,survey;local knowledge;gps;streetlevel imagery;aerial imagery,,,,BR46392130000380,,,,,,,,,Saúde,yes,yes,yes,,,,,,760,Distrito de Parelheiros,5,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,attraction,,,,,,,,,,,
"POLYGON ((-46.7185494 -23.4446272, -46.7184102 -23.4442804, -46.7181041 -23.443567, -46.7178455 -23.4430635, -46.7176913 -23.4428072, -46.7175509 -23.442643, -46.7174057 -23.4425013, -46.7172434 -23.4423873, -46.7173057 -23.442598, -46.7173388 -23.4428555, -46.7173567 -23.4433085, -46.7173363 -23.4438322, -46.7173003 -23.4448916, -46.7175507 -23.4448973, -46.717778 -23.4449692, -46.7184948 -23.444738, -46.7185436 -23.4446875, -46.7185494 -23.4446272))",6999,02810-000,Avenida Elísio Teixeira Leite,hospital,hospital,Hospital Geral de Taipas,+55 11 3973 0400,,,https://hgtaipas.com.br/,,,,,SP,,Taipas,,,,,,,yes,,,,,,,,,,,,,,,,,,parto_humanizado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6956747 -23.4847764, -46.6956899 -23.4848043, -46.6956995 -23.484822, -46.6958417 -23.4850828, -46.6959918 -23.4853579, -46.6960643 -23.4854909, -46.6960927 -23.4855431, -46.6961583 -23.4856634, -46.6960878 -23.4856814, -46.6959375 -23.4856666, -46.6958034 -23.4857208, -46.6956908 -23.4857257, -46.6955459 -23.4857503, -46.6952455 -23.4858487, -46.6952897 -23.4860513, -46.6952352 -23.4860851, -46.6952132 -23.4861247, -46.6952158 -23.4861545, -46.6951294 -23.4861913, -46.694855 -23.4863539, -46.6945388 -23.4865698, -46.6943827 -23.4866761, -46.6943014 -23.4864096, -46.6942853 -23.4860652, -46.6943175 -23.4856322, -46.694296 -23.4852583, -46.694237 -23.4849778, -46.6942143 -23.4848018, -46.6945715 -23.4848931, -46.6946373 -23.4848832, -46.6952265 -23.4847944, -46.6954845 -23.4847556, -46.6956046 -23.4847375, -46.695652 -23.4847349, -46.6956628 -23.4847546, -46.6956747 -23.4847764))",,,,hospital,hospital,"Hospital Geral ""Dr. José Pangella"" de Vila Penteado",,,,,,,,,,,,,,,,,,,,,,Governo do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6283479 -23.4871311, -46.6284279 -23.4873793, -46.6284889 -23.4876204, -46.628344 -23.4876694, -46.6282297 -23.4876938, -46.6280468 -23.4877987, -46.6279477 -23.4878791, -46.6278674 -23.4879207, -46.6277724 -23.4879699, -46.6275895 -23.4880329, -46.6274545 -23.4880925, -46.6273037 -23.4881377, -46.6270141 -23.4880398, -46.626633 -23.4878651, -46.6264653 -23.4877882, -46.6264234 -23.4877637, -46.6264296 -23.4877336, -46.6264386 -23.4876903, -46.6264805 -23.4876204, -46.6265301 -23.4875925, -46.6267625 -23.487568, -46.6271208 -23.4875261, -46.6274714 -23.4874946, -46.6278067 -23.4874527, -46.6280392 -23.4873723, -46.6283479 -23.4871311))",3693,02401-300,Rua Voluntários da Pátria,hospital,hospital,Hospital São Camilo,+55 11 2972-8000;+55 11 3777-0755,3039420,BR60975737001204,https://www.hospitalsaocamilosp.org.br,,,,,São Paulo,,,https://www.facebook.com/hospitalsaocamilosp/,,https://www.instagram.com/hospitalsaocamilosp/,https://twitter.com/HospSaoCamiloSP,https://www.youtube.com/user/RedeSaoCamiloSP,,,,,,,,,,,,,,,,,,,,,,,Unidade Santana,,,wall,,,,,,,,,,,,,,,,,https://br.linkedin.com/company/hospital-s-o-camilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7514879 -23.414896, -46.7515504 -23.4150278, -46.7514068 -23.415079, -46.7513477 -23.4149363, -46.7514879 -23.414896))",,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5425929 -23.5226896, -46.5425673 -23.5228669, -46.5430461 -23.5229257, -46.5430518 -23.5228861, -46.5430717 -23.5227484, -46.5425929 -23.5226896))",195,,Avenida Amador Bueno da Veiga,hospital,hospital,Centro Médico São Gabriel,,,,http://www.greenlinesaude.com.br/credenciados-2/rede-de-atendimento/centro-medico-sao-gabriel/,,,,,,,,,,,,,atendimento@greenlinesaude.com.br,yes,,,,Green Line,,,,,,,,0800 776 7676,,,,,,general,,,,,,,,private,,,,,,,yes,pmsp,,,,,,,,,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4469658 -23.5098536, -46.4463789 -23.5098174, -46.4463408 -23.5103357, -46.4469277 -23.5103719, -46.4469658 -23.5098536))",101,,Avenida Maria Santana,hospital,,Assistência Médica Ambulatorial Sítio da Casa Pintada,,,,,,,,,São Paulo,,Vila Jacuí,,,,,,,yes,,,,,,AMA Sítio da Casa Pintada,2007-06-23,,,,,,,,,,,,,,,,,,,,,,UBS Sítio da Casa Pintada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5838283 -23.4589503, -46.5834796 -23.4586256, -46.5828037 -23.4587658, -46.5826133 -23.4583426, -46.5826857 -23.4581482, -46.5826857 -23.4579218, -46.5823719 -23.4577225, -46.5819347 -23.457666, -46.5816236 -23.4579391, -46.5807867 -23.4581704, -46.580202 -23.4583647, -46.5805668 -23.4592948, -46.5806633 -23.4593908, -46.5809557 -23.4594351, -46.5812118 -23.4593957, -46.5813473 -23.4594178, -46.5814787 -23.4595655, -46.5815793 -23.4596996, -46.5816665 -23.4598041, -46.5818918 -23.4599788, -46.5820768 -23.4602298, -46.5823169 -23.4600576, -46.5832731 -23.4599001, -46.5838283 -23.4589503))",94,02276-140,Rua Michel Ouchana,hospital,hospital,Hospital São Luiz Gonzaga,+55 11 3466=1000,2076896,BR62779145000270,https://www.santacasasp.org.br/portal/site/complexo/hslg,,Q10298482,,,São Paulo,,Jaçanã,,,,,,hslg.sac@santacasasp.org.br,,,,,,,,1904-07,,,,,,,,,,,maternity;obstetric,Category:Hospital São Luiz Gonzaga,,,,,,,,,,,,,,,,,,,,,,,Leprosário Guapira;Hospital dos Morphéticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6776828 -23.5521367, -46.6774435 -23.5524754, -46.6774291 -23.5524753, -46.6772222 -23.5523515, -46.6768536 -23.5521309, -46.6767486 -23.5520681, -46.6766871 -23.5520312, -46.6765863 -23.5519596, -46.6765799 -23.5519327, -46.6765863 -23.5519071, -46.6766054 -23.5518826, -46.6768891 -23.5516703, -46.6776828 -23.5521367))",,,,hospital,hospital,Itaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oncology,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6081597 -23.5958706, -46.6080751 -23.5967227, -46.6088434 -23.5967851, -46.6096481 -23.5968482, -46.6097265 -23.5960066, -46.6081597 -23.5958706))",1361,04263-200,Avenida Nazaré,hospital,hospital,Hospital Dom Alvarenga,+55 11 2163 1700,2077469,BR60975976000101,https://alvarenga.org.br,,,,,São Paulo,,,https://www.facebook.com/HospitalAlvarenga,,https://www.instagram.com/hospitalalvarenga,,https://www.youtube.com/channel/UCSS5oexeYD7CnlRwbxy-bjg,sac@alvarenga.org.br,yes,,,,Associação Beneficente Nossa Senhora de Nazaré,,,1944,,,,,+55 11 2163 1719,,,,,,,,,,,,,,private_non_profit,,,,,,,,,Clínica Infantil do Ipiranga,,,,,,https://www.linkedin.com/company/hospitalalvarenga/,Hospital Dom Antonio de Alvarenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6889785 -23.5339509, -46.6887205 -23.5335916, -46.6885755 -23.5336783, -46.6884911 -23.5335578, -46.6883656 -23.5333787, -46.6880145 -23.5335907, -46.6881329 -23.5337561, -46.6879899 -23.5338425, -46.6879317 -23.533761, -46.6877513 -23.5338708, -46.6878736 -23.5340431, -46.6882844 -23.5346197, -46.6883718 -23.5345634, -46.6885553 -23.5344502, -46.6886426 -23.5343998, -46.6884547 -23.5341407, -46.6885774 -23.534065, -46.6886418 -23.5341538, -46.6889785 -23.5339509))",1178,05022-001,Avenida Pompeia,hospital,hospital,Hospital São Camilo,+55 11 3677-4444;+55 11 3677-4500,2688565,BR60975737000232,https://www.hospitalsaocamilosp.org.br,,,,,São Paulo,,Pompéia,https://www.facebook.com/hospitalsaocamilosp,,https://www.instagram.com/hospitalsaocamilosp,https://twitter.com/HospSaoCamiloSP,https://www.youtube.com/user/RedeSaoCamiloSP,,yes,,,,,,,1960,,,,,,,,,,,,,,Unidade Pompéia,,,,,,,,,,,,,,,,,,,wlan,https://br.linkedin.com/company/hospital-s-o-camilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6967819 -23.5303255, -46.6967839 -23.5308699, -46.6972301 -23.5308618, -46.6972261 -23.5306781, -46.6975851 -23.5306885, -46.6975697 -23.5303031, -46.6969757 -23.53032, -46.6967819 -23.5303255))",461,05044-010,Rua Marcelina,hospital,hospital,Hospital e Maternidade Metropolitano,+55 11 3677-2000,2078082,BR51722957012512,https://www.hospitalmetropolitano.com.br/,,,,,São Paulo,,Vila Romana,,,,,,sac@metropolitano.com.br,,,,,,,,1945-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapa,,,,,,,,,,
"POLYGON ((-46.6490425 -23.5413143, -46.6491683 -23.5416615, -46.6495934 -23.5416517, -46.6494943 -23.5412957, -46.6494696 -23.5412088, -46.6494126 -23.5412226, -46.6490425 -23.5413143))",144,01224-000,Rua Jaguaribe,hospital,hospital,Hospital Sancta Maggiore,+55 11 4085-3335,,,http://sanctamaggiore.com.br,,,,,São Paulo,,Vila Buarque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6257833 -23.4956248, -46.6257835 -23.4956853, -46.6257837 -23.4957454, -46.6257462 -23.4957443, -46.6255237 -23.4957431, -46.6254507 -23.4957447, -46.6253401 -23.4957443, -46.6252129 -23.4957451, -46.6252125 -23.4957591, -46.6252131 -23.4957724, -46.6252153 -23.4958226, -46.6252159 -23.4958359, -46.625216 -23.4959116, -46.6252167 -23.4959241, -46.6252195 -23.4959269, -46.6252215 -23.4960043, -46.6252231 -23.4960661, -46.6252232 -23.4960693, -46.6250634 -23.4960707, -46.6250182 -23.4960705, -46.6250142 -23.4958008, -46.6250144 -23.4957918, -46.6249957 -23.4957633, -46.6249367 -23.4957519, -46.6248674 -23.4957514, -46.6246842 -23.4957577, -46.6246418 -23.4957581, -46.6245894 -23.4957407, -46.6244814 -23.4957287, -46.6244812 -23.4956109, -46.6244815 -23.4956069, -46.6244809 -23.4955282, -46.6246709 -23.495525, -46.6247117 -23.4955243, -46.6247563 -23.4955235, -46.624915 -23.49552, -46.6251422 -23.4955225, -46.6252086 -23.4955242, -46.6252097 -23.4956091, -46.6252094 -23.4956248, -46.6257833 -23.4956248))",2786,02402-100,Rua Voluntários da Pátria,hospital,hospital,Hospital San Paolo,+55 11 3405-8200;+55 11 3179-9112,3027805,BR15186359000172,https://hsanp.com.br,,,,,São Paulo,,Santana,https://www.facebook.com/HSANPSantana,,https://www.instagram.com/hsanp_,,,atendimento@hsanp.com.br;hsanp@hsanp.com.br,yes,,,Mo-Su 08:00-24:00,,,HSANP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5840161 -23.5118789, -46.5840241 -23.5116636, -46.5839731 -23.5115916, -46.5837439 -23.5115844, -46.5837333 -23.5118701, -46.5840161 -23.5118789))",357,02122-080,Rua Doutor Edson de Melo,hospital,hospital,Hospital e Maternidade Nossa Senhora do Rosário,+55 11 632-6000,2084368,BR44649812007140,https://www.gndi.com.br,,,,,São Paulo,,Vila Maria,,,,,https://www.youtube.com/channel/UCsQbqbLY-uvbXSCXinr5imA,,yes,,,24/7,Grupo NotreDame Intermédica,,,,,,,,,,,,,,maternity,,,,,,,,private,,,Hospital Nossa Senhora do Rosário,,,,,,,,,,,,https://www.linkedin.com/company/gndi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
