geometry,name,shop,brand,brand:wikidata,disused:amenity,old_brand,old_name,opening_hours,brand:wikipedia,branch,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,cuisine,alt_name,organic,wheelchair,changing_table,level,operator,website,payment:cash,payment:coins,payment:notes,loc_name,phone,payment:american_express,payment:credit_cards,payment:debit_cards,payment:maestro,payment:mastercard,payment:telephone_cards,payment:visa,payment:visa_debit,payment:visa_electron,addr:housename,addr:country,ref:vatin,internet_access,check_date:opening_hours,not:brand:wikidata,name:en,note,payment:elo,toilets:wheelchair,access,addr:state,contact:facebook,contact:phone,contact:website,name:pt,description,mapillary,old_alt_name,old_contact:website,wholesale,email,source,contact:instagram,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,entrance,name:ja,old_name:pt,fax,gps,site_name,start_date,payment:pix,delivery,parking,addr:district,addr:subdistrict,air_conditioning,currency:BRL,disused:shop,amenity,female_owner,lgbtq,name:fr,bus,gtfs_id,highway,network,network:wikidata,route_ref,fuel:biogas,fuel:cng,fuel:electricity,toilets,toilets:access,building,check_date:currency:XBT,country,image,mobile,nat_name,official_name,payment:cards,payment:contactless,survey:date,payment:app,payment:apple_pay,second_hand,stroller,addr:floor,diet:vegan,diet:vegetarian,lunch,name:zh,landuse,self_checkout,height,building:levels,wikidata,wikipedia,wikipedia:pt,roof:colour,roof:shape,old_operator,short_name,fuel:diesel,fuel:ethanol,fuel:octane_87,fuel:octane_91,reg_name,barrier,contact:email,layer,opening_hours:covid19,payment:voucher_meal,payment:voucher,contact:whatsapp,disused:tourism,fixme,roof:material,fuel:octane_95,fuel:octane_98,fuel:etanol_comum,fuel:gasoline_87,self_service,compressed_air,old_loc_name,building:colour,payment:google_pay,building:levels:underground,surface,disused:office,contact:mobile,smoking,payment:sodexo,payment:prepaid_ticket,area,wikimedia_commons,building:material,building:use,cash_withdrawal,cash_withdrawal:currency,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_minimum,cash_withdrawal:type,company,public_transport,indoor,dispensing,payment:nfc,room,roof:height,payment:edenred_card,payment:meal_voucher,payment:pluxee,payment:qr_code,payment:samsung_pay,payment:vr_alimentação,type
"POLYGON ((-46.6271617 -23.5825737, -46.627208 -23.582576, -46.627259 -23.582579, -46.6273071 -23.5825819, -46.6273803 -23.5825862, -46.6273724 -23.5825721, -46.6273658 -23.5825613, -46.6273644 -23.5825589, -46.62736 -23.582546, -46.6273551 -23.5825332, -46.6273497 -23.5825207, -46.6273438 -23.5825085, -46.6273375 -23.5824967, -46.6273308 -23.5824853, -46.6273238 -23.5824743, -46.6273164 -23.5824639, -46.6273081 -23.5824548, -46.6273017 -23.5824519, -46.6272947 -23.5824499, -46.6272396 -23.582446, -46.6272326 -23.5824442, -46.627226 -23.5824412, -46.6272201 -23.5824372, -46.6272152 -23.5824322, -46.6272143 -23.582431, -46.6272106 -23.5824253, -46.6272081 -23.5824193, -46.6272083 -23.5824126, -46.6272093 -23.5824091, -46.6272097 -23.582403, -46.6272094 -23.5823963, -46.6272084 -23.5823896, -46.6272068 -23.582383, -46.6272055 -23.5823795, -46.6272044 -23.5823765, -46.6272015 -23.5823703, -46.6271979 -23.5823644, -46.6271937 -23.5823589, -46.627189 -23.5823537, -46.6271838 -23.5823489, -46.6271781 -23.5823446, -46.6271721 -23.5823408, -46.6271632 -23.582336, -46.6271568 -23.5823327, -46.6271447 -23.5823271, -46.6271393 -23.5823225, -46.6271351 -23.582317, -46.627132 -23.5823108, -46.6271303 -23.5823046, -46.6271275 -23.5822984, -46.6271225 -23.5822935, -46.6271148 -23.5822903, -46.6270569 -23.5822912, -46.6270594 -23.5824403, -46.6270602 -23.5824868, -46.6270613 -23.5825551, -46.6270615 -23.5825686, -46.6271617 -23.5825737))",Comprafácil Supermercado,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,4.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6381035 -23.5988164, -46.6382022 -23.5988165, -46.6382025 -23.5986514, -46.6381038 -23.5986512, -46.6381035 -23.5988164))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,145,04039-030,Rua Pedro de Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6275572 -23.5970904, -46.6274839 -23.5970957, -46.6274053 -23.5971028, -46.627404 -23.5971224, -46.6273827 -23.5971289, -46.6274147 -23.5973419, -46.6275951 -23.5973284, -46.6275572 -23.5970904))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,937,04121-000,Rua Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6346313 -23.597053, -46.6346302 -23.5970669, -46.6346267 -23.5971101, -46.6346408 -23.5971109, -46.6348096 -23.5971213, -46.6348145 -23.5970708, -46.6348053 -23.5970577, -46.6347707 -23.5970557, -46.6347685 -23.5970428, -46.6347633 -23.5970335, -46.6347539 -23.5970234, -46.6347429 -23.597018, -46.6347303 -23.5970181, -46.6346358 -23.5970144, -46.6346313 -23.597053))",Tabemashô Produtos Orientais,convenience,,,,,,Mo-Su 07:30-19:30,,,São Paulo,198,04122-000,Rua Santa Cruz,,2026-03-10,,,,,,,,,,,,,(11) 2768-3529,,,,,,,,,,,,,,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6334965 -23.5708396, -46.6334379 -23.5709078, -46.6334382 -23.5709124, -46.6334549 -23.5709246, -46.6334535 -23.5709295, -46.6334444 -23.5709399, -46.6334438 -23.5709447, -46.6334552 -23.5709531, -46.6334602 -23.5709573, -46.6334196 -23.5710045, -46.6334154 -23.5710097, -46.6334325 -23.5710222, -46.6334336 -23.5710268, -46.6334201 -23.5710426, -46.6334226 -23.5710452, -46.6334389 -23.5710571, -46.6334348 -23.5710621, -46.633426 -23.5710723, -46.6334282 -23.5710765, -46.6334386 -23.5710841, -46.6334393 -23.5710885, -46.6334214 -23.5711092, -46.6334239 -23.5711137, -46.6334409 -23.5711262, -46.6334454 -23.571125, -46.6334935 -23.5710689, -46.6334982 -23.5710659, -46.6335052 -23.5710647, -46.6335108 -23.5710605, -46.6335135 -23.5710544, -46.6335129 -23.5710478, -46.6335149 -23.5710423, -46.6335554 -23.570995, -46.6335384 -23.5709826, -46.63354 -23.5709777, -46.633549 -23.5709672, -46.6335506 -23.5709622, -46.6335336 -23.5709498, -46.6335341 -23.570945, -46.633576 -23.5708963, -46.633502 -23.5708423, -46.6334965 -23.5708396))",Hirota,supermarket,,,,,,Mo-Sa 08:00-21:00; PH Su 09:00-14:00,,,São Paulo,488,,Avenida da Aclimação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+55 11 3277-0140;+55 11 3207-4901,http://hirota.com.br,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,commercial,,25.11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6332096 -23.5656741, -46.6331811 -23.5656516, -46.6331491 -23.5656872, -46.6331285 -23.5656732, -46.6330533 -23.56576, -46.632499 -23.565728, -46.6324779 -23.5657273, -46.6324707 -23.5658653, -46.6324663 -23.5659217, -46.6325757 -23.5659269, -46.6326736 -23.5659315, -46.6327084 -23.5659331, -46.6327609 -23.5659356, -46.6327948 -23.5659372, -46.6328258 -23.5659614, -46.6328765 -23.5660008, -46.6329079 -23.5660252, -46.6329415 -23.5659861, -46.6332096 -23.5656741))",Extra Supermercado,supermarket,,,,,,Mo-Sa 07:00-22:00; Su 08:00-21:00,,,São Paulo,1440,,Rua Conselheiro Furtado,,,,,,,,,,https://www.extra.com.br/,,,,,+55 11 3209-5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,4.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6597046 -23.6005561, -46.6597594 -23.6005122, -46.6598694 -23.6004242, -46.6599262 -23.6003787, -46.6599811 -23.6003348, -46.6600383 -23.600289, -46.6600931 -23.6002452, -46.6600528 -23.6002018, -46.6600623 -23.6001943, -46.6600299 -23.6001596, -46.6600727 -23.6001258, -46.659952 -23.5999977, -46.659886 -23.6000497, -46.6598915 -23.6000556, -46.659657 -23.6002426, -46.6594892 -23.6003765, -46.659669 -23.6005679, -46.6596956 -23.6005467, -46.6597046 -23.6005561))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6215093 -23.5459787, -46.6215021 -23.5459755, -46.6214869 -23.5459686, -46.6214519 -23.5459528, -46.6214185 -23.5459378, -46.6213992 -23.5459291, -46.6213309 -23.546042, -46.621439 -23.5460988, -46.6215093 -23.5459787))",Dia,supermarket,Dia,Q925132,,,,Mo-Su 09:00-21:00,es:Supermercados DIA,,São Paulo,1338,03002-000,Avenida Rangel Pestana,Brás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6232805 -23.5461115, -46.6231595 -23.5460601, -46.6231166 -23.5461893, -46.6230766 -23.5463308, -46.6231674 -23.5463691, -46.6231976 -23.5463564, -46.6232805 -23.5461115))",Oxxo,convenience,Oxxo,Q1342538,,,,24/7,,,São Paulo,1153,03001-000,Avenida Rangel Pestana,Brás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.615993 -23.6033789, -46.6157274 -23.6033838, -46.6157348 -23.6031724, -46.6159846 -23.6031807, -46.615993 -23.6033789))",Extra,supermarket,Extra,Q5422131,,,,,pt:Extra (rede varejista),,São Paulo,,,Avenida do Cursino,,,,,,,,,,https://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6239593 -23.5767057, -46.6239449 -23.5767081, -46.6238593 -23.5767223, -46.6238561 -23.5767859, -46.623821 -23.5767825, -46.6238211 -23.5767287, -46.6237043 -23.5767481, -46.623728 -23.576863, -46.6240268 -23.5768643, -46.6240066 -23.5767683, -46.623957 -23.5767644, -46.6239593 -23.5767057))",Mercado Monte Belo,supermarket,,,,,,,,,São Paulo,3,01537-000,Rua Basílio da Cunha,Cambuci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp;local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6223419 -23.5641938, -46.622457 -23.5641747, -46.622457 -23.5641732, -46.6224784 -23.5641444, -46.6224726 -23.5641176, -46.6223314 -23.5641454, -46.6223419 -23.5641938))",Mini-Mercado Glória,convenience,,,,,,,,,São Paulo,175,01536-000,Avenida Lacerda Franco,Cambuci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6368282 -23.6171464, -46.6364378 -23.6169733, -46.6364355 -23.6169768, -46.6363767 -23.6170637, -46.6363205 -23.617147, -46.6365747 -23.6172503, -46.6367526 -23.6173226, -46.6367735 -23.6172419, -46.6368018 -23.6172481, -46.6368061 -23.6172316, -46.6368166 -23.6171911, -46.6368275 -23.6171491, -46.6368282 -23.6171464))",Extra,supermarket,Extra,Q5422131,,,,,pt:Extra (rede varejista),,São Paulo,426,04144-000,Rua Carneiro da Cunha,,,,,,,,,,https://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6379659 -23.6220287, -46.6379738 -23.6221272, -46.6382689 -23.6220713, -46.6382847 -23.6220683, -46.6382753 -23.6220265, -46.6380312 -23.6220728, -46.6380279 -23.6220601, -46.6382708 -23.6220094, -46.6382655 -23.6219857, -46.6382612 -23.6219662, -46.6379659 -23.6220287))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,,Minuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,market,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,3.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6377075 -23.6183324, -46.6373817 -23.6183923, -46.6373791 -23.6183928, -46.6373933 -23.6184588, -46.637363 -23.6184644, -46.6373718 -23.6184952, -46.6373742 -23.6185035, -46.6373976 -23.6184992, -46.6374075 -23.6185453, -46.6373872 -23.618549, -46.6373941 -23.618573, -46.637422 -23.6185678, -46.6377384 -23.6185084, -46.6377229 -23.6184203, -46.6377075 -23.6183324))",Dia Market,supermarket,Dia Market,Q925132,,,,,es:Supermercados DIA,,São Paulo,341,04144-020,Rua Fiação da Saúde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6404698 -23.6211817, -46.6404574 -23.6211226, -46.6400478 -23.6212031, -46.6399776 -23.6212196, -46.639997 -23.6213084, -46.6400141 -23.6213866, -46.6400211 -23.6213852, -46.6401085 -23.6213673, -46.6401681 -23.621355, -46.640398 -23.6213079, -46.6403917 -23.6212776, -46.6404862 -23.6212596, -46.6404721 -23.6211923, -46.6404698 -23.6211817))",Hirota Food,supermarket,,,,,,,,,São Paulo,1930,04046-300,Avenida Jabaquara,Mirandópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6315988 -23.6101464, -46.6315929 -23.6101602, -46.631581 -23.6101883, -46.6315967 -23.6101939, -46.6315878 -23.6102149, -46.6315721 -23.6102092, -46.6315569 -23.6102451, -46.6315565 -23.6102458, -46.6315456 -23.6102716, -46.631595 -23.6102899, -46.6315998 -23.6102788, -46.6316322 -23.6102024, -46.631635 -23.6101958, -46.6316463 -23.6101691, -46.6316621 -23.6101318, -46.6316127 -23.6101135, -46.6315988 -23.6101464))",Yuri,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6350083 -23.6208429, -46.6350717 -23.620967, -46.6350757 -23.620975, -46.6352227 -23.6209276, -46.6352214 -23.6209242, -46.635132 -23.6206882, -46.6351677 -23.6206767, -46.6351336 -23.6205867, -46.6350534 -23.620597, -46.6350519 -23.6205993, -46.6350108 -23.62066, -46.6350207 -23.620686, -46.6350283 -23.6206836, -46.6350398 -23.6207141, -46.6350139 -23.6207224, -46.6350177 -23.6207326, -46.6349861 -23.6207428, -46.6349748 -23.620713, -46.6349561 -23.6207407, -46.6350083 -23.6208429))",Extra,supermarket,Extra,Q5422131,,,,"Mo-Sa 07:00-23:00; Su, PH 08:00-22:00",pt:Extra (rede varejista),,São Paulo,447,04301-010,Avenida Miguel Estefno,,,,,,,,,,https://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6503865 -23.6028137, -46.6505293 -23.6029344, -46.6505722 -23.6029706, -46.6506213 -23.603012, -46.6505965 -23.6030369, -46.6507409 -23.6031613, -46.6507651 -23.603137, -46.6507889 -23.6031573, -46.6509149 -23.6030305, -46.6509268 -23.6030321, -46.6509347 -23.6030277, -46.6509395 -23.6030214, -46.6509403 -23.6030181, -46.65094 -23.6030138, -46.6509371 -23.6030099, -46.6509576 -23.6029896, -46.6505357 -23.6026332, -46.6503701 -23.6027999, -46.6503865 -23.6028137))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,,,,,,2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6313866 -23.6142568, -46.6313413 -23.6142366, -46.6313053 -23.6142205, -46.6312383 -23.6143509, -46.6312449 -23.6143537, -46.6311909 -23.6144592, -46.6311841 -23.6144562, -46.6311336 -23.6145543, -46.6311253 -23.6145705, -46.6310982 -23.6146231, -46.6311826 -23.6146553, -46.6311949 -23.6146312, -46.63123 -23.6145627, -46.6313664 -23.6142963, -46.6313866 -23.6142568))",Super Padrão,supermarket,,,,,,,,,São Paulo,596,04143-020,Rua Doutor Nogueira Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6363288 -23.6177401, -46.6367272 -23.6176353, -46.6368112 -23.6176131, -46.636806 -23.617596, -46.6368256 -23.617591, -46.6368175 -23.6175649, -46.6369465 -23.6175312, -46.6368842 -23.6173285, -46.6368005 -23.6173504, -46.6367777 -23.6173413, -46.6366877 -23.6173661, -46.636653 -23.6173757, -46.636566 -23.6173996, -46.6364777 -23.6174239, -46.6363532 -23.6174582, -46.6363225 -23.6174397, -46.6362722 -23.6175117, -46.6362099 -23.6174748, -46.6361535 -23.6175555, -46.6361432 -23.6175493, -46.6360803 -23.6176393, -46.6360999 -23.617651, -46.6360738 -23.6176883, -46.6360995 -23.6177035, -46.6361139 -23.6177526, -46.6362608 -23.6177151, -46.6362723 -23.617755, -46.6363288 -23.6177401))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,494,04144-000,Rua Carneiro da Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6376437 -23.6125512, -46.6376632 -23.6126315, -46.6377084 -23.6126226, -46.6377182 -23.6126206, -46.6378058 -23.6126033, -46.6378042 -23.6125802, -46.6378018 -23.6125475, -46.6378 -23.6125216, -46.6376437 -23.6125512))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,953,04045-001,Avenida Jabaquara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6374782 -23.6038243, -46.637479 -23.6039676, -46.6375764 -23.6039666, -46.6375716 -23.6036439, -46.6374771 -23.6036448, -46.6374782 -23.6038243))",Yutaka,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6386377 -23.6228109, -46.6385209 -23.622819, -46.6385292 -23.6229236, -46.6385401 -23.623062, -46.6385566 -23.6232707, -46.6386733 -23.6232617, -46.6386377 -23.6228109))",Dia,supermarket,Dia,Q925132,,,,Mo-Sa 08:00-21:00; Su 09:00-14:00; PH 09:00-14:00,es:Supermercados DIA,,São Paulo,156,04302-050,Rua Ibituruna,,,,,,limited,,,Dia,https://www.dia.com.br/lojas/,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp;website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,yes,,,,,,,,,,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6326918 -23.6261133, -46.6326839 -23.6261545, -46.6327224 -23.6261619, -46.6327206 -23.6261698, -46.6326877 -23.6263398, -46.6327366 -23.6263485, -46.6327595 -23.6263267, -46.6328159 -23.6260715, -46.6327033 -23.626053, -46.6326918 -23.6261133))",Oxxo,convenience,Oxxo,Q1342538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7224051 -23.5863988, -46.7222687 -23.5866492, -46.7218756 -23.5864694, -46.7218561 -23.5865052, -46.7216023 -23.5863891, -46.721443 -23.5863162, -46.7215989 -23.58603, -46.7224051 -23.5863988))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6140227 -23.5650219, -46.614484 -23.5641565, -46.6151415 -23.5635803, -46.6147992 -23.5629297, -46.6145839 -23.5630202, -46.6145289 -23.5629133, -46.6144578 -23.5629311, -46.6143304 -23.5627055, -46.6140227 -23.5628559, -46.6137235 -23.562582, -46.6133253 -23.5624355, -46.6130008 -23.5627109, -46.6130279 -23.5629675, -46.6130008 -23.5632346, -46.6128049 -23.5635492, -46.6123302 -23.5638738, -46.6131027 -23.5642524, -46.6130893 -23.5645204, -46.6140227 -23.5650219))",Carrefour,supermarket,Carrefour,Q217599,,,,,fr:Carrefour (enseigne),,,,,Praça Alberto Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
