geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
POINT (-46.5393382 -23.5311282),college,ETEC Professor Aprígio Gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5393382 -23.5311282),privada
POINT (-46.3890157 -23.5463148),school,Cei Castelinho Encantado IV,204,Rua Gonçalo Ribeiro Corco,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.3890157 -23.5463148),privada
POINT (-46.7206694 -23.5586424),college,Curso de Ciências Moleculares,370,Avenida Professor Lúcio Martins Rodrigues,,,yes,,,,São Paulo,05508-020,,,,,,,,,http://www.cecm.usp.br/,,,,,,,CCM,,,,,,,+55 11 3091-3187:_55 11 3091-3187,Inova USP,http://www.cecm.usp.br,wlan,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7206694 -23.5586424),privada
POINT (-46.6083252 -23.5917265),school,Instituto de Cegos Padre Chico,456,Rua Moreira de Godói,,,,,,,São Paulo,04266-060,Ipiranga,,,,,,,,https://www.padrechico.org.br/conteudo.php?mnu=2&sb_mnu=7,+55 11 2274-4611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6083252 -23.5917265),privada
POINT (-46.6120686 -23.5836544),school,Colégio São Camilo Cardeal Mota,400,Rua Paulo Bregaro,,,,,,,São Paulo,,,,,,,,,,,+55 11 2588-4500,,,,,,,,São Camilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6120686 -23.5836544),privada
POINT (-46.6726356 -23.5818499),school,Escola Estadual Ludovina Credidio Peixoto,205,Rua Jesuíno Arruda,,,,,,,São Paulo,04532-080,Itaim Bibi,,,,,,,,,+55 11 3168 3582,Escola pública estadual de 1ª a 4ª série. Com turnos de manhã e de tarde. Possui entrada também pela rua Tabapuã.,,,,e003736a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 3842 7353,,,,,government,Q10369245,INEP-35003736,http://wikimapia.org/4945865/pt/Escola-Ludovina-Credidio-Peixoto;CADMEC 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6726356 -23.5818499),publica
POINT (-46.5681603 -23.5701017),school,Escola Municipal Iliano Di Cavalcanti,541,Rua Almirante Alexandrino,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5681603 -23.5701017),publica
POINT (-46.6108912 -23.5509687),university,Universidade Anhembi Morumbi,1134,Rua Doutor Almeida Lima,,,yes,,,,São Paulo,03164-000,Brás,,,,,,,,https://anhembi.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6108912 -23.5509687),privada
POINT (-46.6498814 -23.5949383),school,Carandá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6498814 -23.5949383),privada
POINT (-46.6437706 -23.5792306),school,Colégio Estação Fundamental,,Rua Eça de Queiroz,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6437706 -23.5792306),privada
POINT (-46.6920138 -23.5496971),school,Centro Britânico,1051,Rua Harmonia,,,,,,,,,,,,,,,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6920138 -23.5496971),privada
POINT (-46.6071382 -23.521177),school,,82 A,Avenida Guilherme,,,,,,,São Paulo,02053-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6071382 -23.521177),privada
POINT (-46.5304493 -23.5901349),school,Colégio São Paulo 2000,43,Avenida Francisco Vieira Bueno,,,,,,,São Paulo,,Vila Primavera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5304493 -23.5901349),privada
POINT (-46.7374443 -23.6600582),school,E.E. Antônio Manoel Alves de Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7374443 -23.6600582),privada
POINT (-46.7231465 -23.6161342),school,EE Professor Homero dos Santos Fortes,113,Rua Herbert Spencer,,,,,,school,São Paulo,,Paraisópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educational_institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7231465 -23.6161342),privada
POINT (-46.7286851 -23.6223464),school,EMEF Dom Veremundo Toth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7286851 -23.6223464),publica
POINT (-46.7294465 -23.6214897),school,EMEF Perimetral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7294465 -23.6214897),publica
POINT (-46.7042873 -23.6097704),school,Colégio Objetivo Morumbi,262,Rua Duquesa de Goiás,,,,,,,,,,,,,,,,,https://objetivo.br/,+55 11 3758-0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7042873 -23.6097704),privada
POINT (-46.7375525 -23.660572),school,E.E. Vila São Luís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7375525 -23.660572),privada
POINT (-46.680869 -23.5328828),school,Escola de Yoga,,,,,,,,,,,,,sport,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.680869 -23.5328828),privada
POINT (-46.5416473 -23.5079059),school,Escola Municipal Edgard Cavalheiro,342,Rua Pôrto da Glória,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5416473 -23.5079059),publica
POINT (-46.6366449 -23.5315885),school,Fundação Paulista de assistência à criança Casa dom Gastão,267,Rua Prates,,,,,,,São Paulo,01121-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6366449 -23.5315885),privada
POINT (-46.6251247 -23.5761772),school,,1538,Avenida Lacerda Franco,,,,,,,São Paulo,01536-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6251247 -23.5761772),privada
POINT (-46.6249188 -23.4994053),school,Conservatorio Musical São Paulo,3545,Avenida Cruzeiro do Sul,,,,,,,São Paulo,02031-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6249188 -23.4994053),privada
POINT (-46.4911356 -23.4833687),school,Colegio Objetivo,7600,Avenida Doutor Assis Ribeiro,,,,,,,São Paulo,03827-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4911356 -23.4833687),privada
POINT (-46.5861692 -23.5122289),school,,1472,Rua Guaranésia,,,,,,,São Paulo,02112-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5861692 -23.5122289),privada
POINT (-46.5828079 -23.5595532),school,Escola de Idiomas,284,Rua do Acre,,,,,,,São Paulo,03181-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5828079 -23.5595532),privada
POINT (-46.5048492 -23.5460303),school,D Ambrosio Instituto Educacional,2339,Avenida Doutor Bernardino Brito Fonseca de Carvalho,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5048492 -23.5460303),privada
POINT (-46.7092754 -23.446689),school,,,Rua Vale do Luar,,,,,,,são paulo,,taipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7092754 -23.446689),privada
POINT (-46.5739045 -23.4767509),school,,1210,Avenida Mendes da Rocha,,,,,,,São Paulo,02227-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5739045 -23.4767509),privada
POINT (-46.5578948 -23.5311142),school,,5704,Avenida Celso Garcia,,,,,,,São Paulo,03064-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5578948 -23.5311142),privada
POINT (-46.4971143 -23.6114363),school,Centro Educacional Unificado Sapopemba,,Rua Manoel Querinos de Matos,,,,,,,,,,,,,,,,,,,,,,,,CEU Sapopemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4971143 -23.6114363),privada
POINT (-46.5819522 -23.4727546),school,,418,Rua Doutor Nicolino Morena,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5819522 -23.4727546),privada
POINT (-46.6509755 -23.6760391),school,Vicente rao,,Rua Nestor Sampaio Penteado,,,,,,,São Paulo,,Americanópolis,,,,,,,,,,,,,,,,,Governo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6509755 -23.6760391),privada
POINT (-46.4744372 -23.5568066),school,Colégio Escrevivendo,2140,Avenida Líder,,,,,,,São Paulo,08280-000,Itaquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4744372 -23.5568066),privada
POINT (-46.531479 -23.5308795),school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.531479 -23.5308795),privada
POINT (-46.761548 -23.573586),school,Escola Municipal de Ensino Fudamental Brasil Japão,94,Rua Doutor Paulo Carvalho Ferreira,,,,,,,São Paulo,05382-040,Rio Pequeno,,,,,,,,,,,,,,,E.M.E.F Brasil Japão,,Secretaria Muncipal de Educação,,,,,,,,,,government,,INEP-35053132,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.761548 -23.573586),publica
POINT (-46.6603799 -23.5576702),university,Faculdade Mundial,2198,Avenida Paulista,,,,,,,São Paulo,01310-300,,,,,,,,,www.faculdademundial.edu.br,+55 11 3266-5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6603799 -23.5576702),privada
POINT (-46.6612792 -23.5613957),school,Alumni - Cursos de inglês,311,Rua Padre João Manuel,,,,,,,São Paulo,01411-001,,,,,,,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6612792 -23.5613957),privada
POINT (-46.7914114 -23.694646),school,Escola particular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7914114 -23.694646),privada
POINT (-46.7459761 -23.6654047),school,E.M.E.F. M'Boi Mirim II,,Rua Nova do Tuparoquera,,E.M.E.F. M'Boi Mirim II,,,,,,,,,,,E.M.E.F. M'Boi Mirim II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7459761 -23.6654047),privada
POINT (-46.6409254 -23.5478873),university,Universidade Estadual Paulista Júlio de Mesquita Filho,215,Rua Quirino de Andrade,,,,,,,São Paulo,01049-010,Centro,,,,,,,,,,,BR,,,,Unesp,,,,,,,,,http://www.unesp.br,,,,,,,,,Reitoria,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6409254 -23.5478873),publica
POINT (-46.6342282 -23.5546817),university,Instituto/Faculdade Damásio,,,,,,,,,,,,,,,Faculdade Damásio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6342282 -23.5546817),privada
POINT (-46.7465838 -23.5970596),school,Corinthians Planeta Bola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7465838 -23.5970596),privada
POINT (-46.4215954 -23.4876893),school,EMEF José Bento de Assis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4215954 -23.4876893),publica
POINT (-46.4324942 -23.4899493),school,EE Maria de Loudes Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4324942 -23.4899493),privada
POINT (-46.433338 -23.4874865),school,Colégio Cavlac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.433338 -23.4874865),privada
POINT (-46.6930995 -23.6226061),university,Business School São Paulo,,,,,,,,,,,,,,,,,,,https://bsp.edu.br,,,,,,,,,Laureate International Universities,,,,,,,,,,,,,,,,,,8;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6930995 -23.6226061),privada
POINT (-46.6424179 -23.6359062),school,EMIA - Escola Municipal de Iniciação Artística,,"R. Volkswagen, s/n - Parque Lina e Paulo Raia",,,,,,,,,,,,,,,,,,(11) 5017-7552,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:00-19:00; Sa 08:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6424179 -23.6359062),publica
POINT (-46.6214959 -23.6095903),school,Colégio Nova Geração,1481,Avenida Itaboraí,,,,,,,São Paulo,04135-001,Bosque da Saúde,,,,,,,,https://www.supernovageracao.com.br/,,,,,,,,,,,,,,+55 11 5594-3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6214959 -23.6095903),privada
POINT (-46.6237296 -23.5638397),college,Escola SENAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6237296 -23.5638397),privada
POINT (-46.6328639 -23.5662244),school,Colégio Nova Geração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6328639 -23.5662244),privada
POINT (-46.598811 -23.5077339),school,Wizard Ingles,1730,Rua Maria Cândida,,,,,,,São Paulo,02071-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.598811 -23.5077339),privada
