geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
POINT (-46.6520986 -23.5654273),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,995,01311-100,Avenida Paulista,BR,São Paulo,+55 11 3286-0114;+55 11 3253-2501,https://www.drogasil.com.br/,Mo-Sa 07:00-23:00; Su 08:00-22:00,2024-08-03,,,pt:Drogasil,contato@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6537481 -23.5640496),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,1227,01311-200,Avenida Paulista,BR,São Paulo,+55 11 3288-8061;+55 11 3289-4182,http://www.drogariasaopaulo.com.br/,24/7,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6619012 -23.5563052),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,2408,01310-300,Avenida Paulista,BR,São Paulo,+55 11 3255-2345,http://www.onofre.com.br/,,,,,pt:Drogasil,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6369612 -23.6013532),pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,São Paulo,2842,04036-100,Rua Domingos de Morais,BR,SP,+55 11 5571-1799;+55 11 5084-0944,https://www.drogasil.com.br,Mo-Su 07:30-24:00,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6117194 -23.5326173),pharmacy,,,,,,Farmacia São Miguel,,São Paulo,903,03018-000,Rua João Boemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4783041 -23.5249577),pharmacy,,,,,,Drogaria Nova Vida,,São Paulo,326,03685-000,Rua Sonho Gaúcho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7166054 -23.541373),pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6006799 -23.6121813),pharmacy,,,yes,no,pharmacy,SOS Farma Ponte,,São Paulo,1216,,Rodovia Anchieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4782443 -23.531174),pharmacy,,,,,,Mille Drogaria,,São Paulo,267,03693-030,Rua Max Planck,,,,,,,,,,,,,,,Jardim Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5382364 -23.5484741),pharmacy,Drogasil,Q5308185,,no,pharmacy,Drogasil,yes,São Paulo,2424;2432,03402-002,Avenida Conselheiro Carrão,BR,SP,+55 11 2227-1370;+55 11 2227-1395,http://www.drogasil.com.br/,Mo-Su 07:00-23:00,,,,pt:Drogasil,atendimento@drogasil.com.br,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5361403 -23.5490357),pharmacy,,,,no,pharmacy,Droganetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5398001 -23.5477708),pharmacy,,,,no,pharmacy,Poupafarma,,,,,,,,,,Mo-Sa 07:00-22:00; Su 08:00-18:00,,,,,,,,Poupafarma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5362543 -23.549315),pharmacy,,,,no,pharmacy,Drogaria Mais Formosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6862992 -23.5827843),pharmacy,Drogasil,Q5308185,,no,pharmacy,Drogasil,yes,São Paulo,247,01453-010,Rua Doutor Mário Ferraz,BR,SP,+55 11 3817-4266;+55 11 3817-4267,http://www.drogasil.com.br/,24/7,,,,,atendimento@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4943618 -23.5673445),pharmacy,,,,,pharmacy,,,São Paulo,715,03585-100,Rua Elza dos Anjos Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6986448 -23.6411522),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,6919;6921,04701-200,Avenida Santo Amaro,BR,SP,+55 11 5541-8447;+55 11 5521-3876,http://www.drogasil.com.br/,Mo-Su 07:00-23:00,2024-05-21,,,pt:Drogasil,atendimento@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6708188 -23.5808438),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,yes,São Paulo,281,01435-001,Avenida São Gabriel,BR,SP,+55 11 3078-3795,http://www.drogaraia.com.br/,24/7,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7347908 -23.63367),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.691375 -23.6632578),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,,284,04675-090,Rua Tenente José Maria Pinto,,,,,24/7,,+55 11 5546-5710,https://www.drogasil.com.br/,pt:Drogasil,,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5896091 -23.4824493),pharmacy,,,yes,,pharmacy,Farmacia de Manipulação,,São Paulo,2069,02201-001,Avenida Júlio Buono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5753886 -23.535376),pharmacy,,,,,pharmacy,,,São Paulo,3826,03064-000,Avenida Celso Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5678414 -23.5341462),pharmacy,,,,,pharmacy,,,São Paulo,4639,03063-000,Avenida Celso Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5668345 -23.5338373),pharmacy,,,,,pharmacy,Farto Drogarias,,São Paulo,4747,03063-000,Avenida Celso Garcia,,,,,,,,,,,,,,,Tatuapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5931161 -23.5662124),pharmacy,,,,,pharmacy,,,São Paulo,1491,03115-001,Avenida Paes de Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5811613 -23.5708053),pharmacy,,,,,,,,São Paulo,2709,03195-100,Rua do Oratório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5796203 -23.4686845),pharmacy,,,,,pharmacy,,,São Paulo,574,02260-001,Avenida Luís Stamatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4807755 -23.5547928),pharmacy,,,,,pharmacy,Farmais,,São Paulo,,,Avenida Líder,,,,,08:00-22:00,,,,,,,,,,Cidade Líder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7263959 -23.5740994),pharmacy,,,,no,pharmacy,Bifarma,,São Paulo,1227,05581-000,Avenida Corifeu de Azevedo Marques,BR,São Paulo,+55 11 3726 7724,,Mo-Sa 09:00-23:00; Su 09:00-22:15,,+55 11 3726 3425,,,,,,,,,,,,,,,,+55 11 3726 1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5661778 -23.5693473),pharmacy,,,,,,,,,653,03350-100,Rua General Argolo,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6025687 -23.6209183),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,22,04296-090,Rua Descampado,BR,SP,+55 11 2351-4550;+55 11 2351-4549;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4303341 -23.5426635),pharmacy,,,,,pharmacy,,,São Paulo,496,08420-280,Avenida Professor Osvaldo de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4754267 -23.5583083),pharmacy,,,,,pharmacy,Farmais,,São Paulo,2765,08280-190,Avenida Maria Luiza Americano,,,,,,,,,,,,,,,Cidade Líder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5868289 -23.5599851),pharmacy,,,,,,,,São Paulo,4041,03165-001,Rua da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6351914 -23.6041674),pharmacy,,,,,pharmacy,,,São Paulo,785,04043-300,Rua Luis Góis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6043024 -23.5865131),pharmacy,,,,no,pharmacy,Drogaria São José do Ipiranga,,,,,,,,,,,,+55 11 2914-8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6231704 -23.4863914),pharmacy,,,,,,,,São Paulo,270,02332-000,Avenida Água Fria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6217248 -23.479216),pharmacy,,,,,,,,São Paulo,1056,02332-001,Avenida Água Fria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.618873 -23.474634),pharmacy,,,,,pharmacy,,,São Paulo,1676,02332-001,Avenida Água Fria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6365096 -23.6038858),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,3123,04035-001,Rua Domingos de Morais,BR,SP,,,24/7,,+55 11 5072-4115,https://www.drogaraia.com.br,pt:RaiaDrogasil,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6175483 -23.4722388),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,3245,,Avenida Nova Cantareira,,,,,,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4742982 -23.5604766),pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6508148 -23.5664017),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,809,01311-100,Avenida Paulista,,,,,Mo-Su 07:00-23:00,2024-08-11,+55 11 3171-0248,https://www.drogaraia.com.br,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7907431 -23.6858966),pharmacy,,,,,,,,,,,Avenida da Moenda Velha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6573078 -23.56037),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,1766,01310-200,Avenida Paulista,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7070884 -23.5715436),pharmacy,,,,,pharmacy,Center Fórmula,,São Paulo,294,05503-000,Avenida Vital Brasil,BR,SP,+55 11 3814-6584;+55 11 3816-2183,,,,,,,butanta@centerformula.com.br,,Center Fórmula Farmácia de Manipulação,,,,,,,,,,,+55 11 3031-6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5884781 -23.5627133),pharmacy,,,,,pharmacy,,,São Paulo,1062,03180-002,Rua Fernando Falcão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7413166 -23.5698494),pharmacy,Drogasil,Q5308185,,no,pharmacy,Drogasil,yes,São Paulo,3067,05339-900,Avenida Corifeu de Azevedo Marqeus,BR,SP,+55 11 3735 9700;+55 11 3769 5811,http://www.drogasil.com.br/,24/7,,,,,atendimento@drogasil.com.br,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6284369 -23.6219584),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7047693 -23.6111979),pharmacy,,,yes,,pharmacy,Pense Farma,,São Paulo,366,,Rua Americo Alves Pereira Filho,,,,,,,+55 11 3758-1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6905504 -23.5652935),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,2324,05406-150,Rua Teodoro Sampaio,BR,SP,+55 11 3813-6003,https://www.drogaraia.com.br,Mo-Su 07:00-23:00,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7598517 -23.6770436),pharmacy,,,,,,Farmácia Vila Remo,,,,,,,,,,,,,,,,,,,,,,Farmácia Vila Remo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7059665 -23.6077647),pharmacy,,,yes,,pharmacy,Droga Express,,São Paulo,,,Avenida Barão de Campos Gerais,,,,,,,+55 11 3758-3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4681439 -23.5652915),pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4771167 -23.5693372),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7005526 -23.6339367),pharmacy,Drogasil,Q5308185,yes,,,Drogasil,yes,São Paulo,920,04717-001,Rua Alexandre Dumas,BR,SP,+55 11 3360-9507,http://www.drogasil.com.br/,Mo-Su 07:00-23:00,,,,,atendimento@drogasil.com.br,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.62577 -23.5006259),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,2236,02010-820,Rua Voluntários da Pátria,,,,,Mo-Sa 07:00-22:00,,+55 11 2973-7382,https://www.drogariasaopaulo.com.br/,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6330757 -23.5689154),pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6279556 -23.5654343),pharmacy,,,yes,,pharmacy,,,,,,Avenida da Aclimação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6327506 -23.5724359),pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,São Paulo,707,01531-001,Avenida da Aclimação,,,,,"Mo-Su,PH 07:00-23:00",2025-10-03,+55 11 94351-6440,https://www.drogasil.com.br/,pt:Drogasil,,,,,,Aclimação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.69177 -23.6577954),pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,yes,São Paulo,484,04671-071,Rua Sócrates,BR,SP,+55 11 5541-0008;+55 11 5524-8007;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,,,,,,,,Drogaria São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.789542 -23.700891),pharmacy,,,,,,Farmácia,,,,,,,,,,,,,,,,,,,,,,Farmácia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6414806 -23.5455019),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,268,01044-000,Rua Sete de Abril,,,+55 11 3258-4605;+55 11 3257-4895,http://www.drogasil.com.br/,Mo-Fr 07:00-21:00;Sa 07:00-18:00;Su 00:00-24:00,,,,pt:Drogasil,atendimento@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6570025 -23.6120617),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,979,04074-031,Avenida Moreira Guimarães,BR,SP,+55 11 5052-4881;+55 11 5051-5222;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,2025-03-21,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6771017 -23.5874743),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,,834,04535-003,Rua João Cachoeira,,,+55 11 3079-3240;+55 11 3079-3243,https://www.drogasil.com.br,24/7,,,,,atendimento@drogasil.com.br,,,Drogasil,,,,,,,,,,,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.616743 -23.5384713),pharmacy,,,,,,,,São Paulo,1,03011-020,Travessa Abreú Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6005464 -23.5977666),pharmacy,Drogaria São Paulo,Q5308184,,no,pharmacy,Drogaria São Paulo,,São Paulo,2175,04208-052,Rua Silva Bueno,,,+55 11 2273-0790;+55 11 2274-7300,http://www.drogariasaopaulo.com.br/,Mo-Su 07:00-24:00,,,,en:Grupo DPSP,,,,,,Ipiranga,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6380016 -23.5408198),pharmacy,,,,,pharmacy,Drogaria e Perfumaria Ophysa,,São Paulo,1130,01040-000,Avenida Ipiranga,,,,,,,,,,,,,,,,,,,,,,,,,,,,perfumery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6453457 -23.5420124),pharmacy,,,,,,Farma Ponte,,São Paulo,211,01219-001,Rua do Arouche,,,+55 11 3337-4399,http://www.farmaponte.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6451457 -23.5421923),pharmacy,,,,,,Drogarias Ultra Popular,,São Paulo,175,01219-001,Rua do Arouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6738878 -23.5554906),pharmacy,,,,,pharmacy,Farma Ponte,,São Paulo,309,05405-000,Rua Teodoro Sampaio,BR,SP,+55 11 3060-8728,http://www.farmaponte.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7875246 -23.6997053),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6721534 -23.5837837),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,266,04534-001,Rua Joaquim Floriano,BR,SP,+55 11 3078-8592,http://www.drogaraia.com.br/,Mo-Su 07:00-23:00,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
