geometry,amenity,name,operator,operator:wikidata,landuse,military,operator:short,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,website,addr:suburb,check_date,wheelchair,note,phone,police,seasonal,information,tourism,name:pt,addr:country,addr:state,short_name,entrance,email,fax,level,nohousenumber,source,start_date,operator:en,operator:pt,operator:wikipedia,description,alt_name,building,layer,building:levels,height,contact:phone,contact:website,barrier,roof:colour,roof:shape,office,inscription,min_height,addr:place,smoking,name:en,disused:government,disused:office,old_name,ele,fixme,payment:account_cards,payment:american_express,payment:amex,payment:cards,payment:cheque,payment:coins,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,wikidata,wikipedia,operator:wikimedia_commons,payment:cash,payment:contactless,payment:cryptocurrencies,access,leisure,wikimedia_commons,area,operator:type,addr:district,lit,surface,type,official_name,loc_name
"POLYGON ((-46.6359092 -23.5518986, -46.635928 -23.5518415, -46.635905 -23.5518351, -46.635923 -23.5517801, -46.6359472 -23.5517868, -46.6359708 -23.5517149, -46.6359802 -23.5517175, -46.6360351 -23.5515501, -46.6360405 -23.5515335, -46.6365166 -23.5516662, -46.6365073 -23.5516912, -46.6364483 -23.5518496, -46.6364621 -23.5518534, -46.6364364 -23.5519318, -46.636459 -23.5519381, -46.6364412 -23.5519924, -46.6364161 -23.5519854, -46.6363997 -23.5520353, -46.6362743 -23.5520003, -46.6361578 -23.5519679, -46.6360184 -23.551929, -46.6359092 -23.5518986))",courthouse,Fórum Hely Lopes Meirelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fórum da Fazenda Pública,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6341114 -23.5532726, -46.6341412 -23.553257, -46.6341648 -23.5532997, -46.6341771 -23.5533137, -46.6341904 -23.553323, -46.634203 -23.5533299, -46.6342167 -23.5533348, -46.6342312 -23.5533372, -46.6342458 -23.5533373, -46.6342603 -23.5533349, -46.634274 -23.5533302, -46.6342867 -23.5533233, -46.6342977 -23.5533145, -46.6343069 -23.5533039, -46.634314 -23.553292, -46.6343185 -23.5532792, -46.6343221 -23.5532685, -46.6343223 -23.5532533, -46.6343202 -23.5532384, -46.6343001 -23.5531903, -46.6343273 -23.5531774, -46.634265 -23.5530513, -46.6340579 -23.552648, -46.6340366 -23.5526569, -46.6340266 -23.5526367, -46.6336083 -23.5528128, -46.6336094 -23.552815, -46.6336009 -23.5528189, -46.6335889 -23.5528267, -46.6335787 -23.5528365, -46.6335706 -23.5528477, -46.6335649 -23.5528602, -46.6335617 -23.5528734, -46.6335612 -23.5528869, -46.6335633 -23.5529003, -46.6335681 -23.552913, -46.6335754 -23.5529248, -46.6335849 -23.5529351, -46.6335962 -23.5529437, -46.6335956 -23.5529464, -46.6341114 -23.5532726))",courthouse,Fórum João Mendes,,,,,,,,,,,,,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,Foro Central João Mendes,yes,,21,93.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6330639 -23.5523823, -46.6330041 -23.5522621, -46.6329877 -23.552269, -46.6329333 -23.5521598, -46.6329476 -23.5521537, -46.6328401 -23.5519381, -46.6328249 -23.5519445, -46.6327694 -23.5518331, -46.6328906 -23.5517817, -46.6328981 -23.5517968, -46.6330302 -23.5517408, -46.633022 -23.5517244, -46.633264 -23.5516219, -46.6332737 -23.5516416, -46.6334049 -23.551586, -46.6333967 -23.5515696, -46.6335179 -23.5515183, -46.6335732 -23.551629, -46.63355 -23.5516388, -46.6336578 -23.551855, -46.6336779 -23.5518464, -46.6337316 -23.5519539, -46.633708 -23.5519639, -46.6337685 -23.5520856, -46.6337046 -23.5521127, -46.6337019 -23.5521074, -46.6335421 -23.552175, -46.6335537 -23.5521982, -46.6334984 -23.5522216, -46.6335015 -23.5522278, -46.6333592 -23.552288, -46.6333558 -23.5522812, -46.6332995 -23.5523049, -46.6332884 -23.5522826, -46.6331279 -23.5523505, -46.6331298 -23.5523544, -46.6330639 -23.5523823))",courthouse,Tribunal de Justiça de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6334793 -23.5484541, -46.6335291 -23.5483317, -46.6334321 -23.5482965, -46.6334557 -23.5482451, -46.6335493 -23.5482822, -46.6335504 -23.5482794, -46.6335816 -23.5481573, -46.6334969 -23.548131, -46.6333922 -23.5480984, -46.6333636 -23.5481135, -46.6333171 -23.5482188, -46.6332669 -23.5483325, -46.6332777 -23.5483624, -46.6334793 -23.5484541))",courthouse,Tribunal de Justiça de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1º TAC;1º Tribunal de Alçada Cível,yes,,,47.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.694871 -23.6375199, -46.6951586 -23.6373491, -46.6951716 -23.6373275, -46.6951698 -23.6373056, -46.6949444 -23.6369808, -46.6946128 -23.637175, -46.694871 -23.6375199))",courthouse,Foro Regional II - Santo Amaro,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,São Paulo,1992,04734-003,Avenida Adolfo Pinheiro,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,+55 11 5522 8833,http://www.tj.sp.gov.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.633845 -23.530701, -46.6338598 -23.5307543, -46.6338971 -23.5308774, -46.6339341 -23.5310018, -46.6339703 -23.5311237, -46.6339864 -23.5311777, -46.6339928 -23.5311993, -46.6340127 -23.5312664, -46.634147 -23.5317183, -46.6341787 -23.5318248, -46.634197 -23.5318867, -46.6342073 -23.5319213, -46.6342124 -23.5319371, -46.6334595 -23.5320383, -46.633463 -23.5320484, -46.6329662 -23.5321768, -46.6329293 -23.5321856, -46.6328823 -23.532032, -46.6329222 -23.5320241, -46.6331847 -23.531954, -46.6333648 -23.531907, -46.633312 -23.5317402, -46.6333221 -23.5317374, -46.6332967 -23.531653, -46.633508 -23.5316001, -46.6334721 -23.5314803, -46.6334578 -23.5314638, -46.6334255 -23.5313466, -46.6333505 -23.5310914, -46.6332778 -23.5308442, -46.6335757 -23.5307644, -46.633845 -23.530701))",police,Polícia Militar - Comando de Policiamento da Capital,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,140,01122-000,Rua Ribeiro de Lima,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6872045 -23.6617752, -46.6872838 -23.6621067, -46.6868706 -23.6623353, -46.6865746 -23.6618323, -46.6868254 -23.6618323, -46.6872045 -23.6617752))",police,99º Distrito Policial de São Paulo,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,115,04675-050,Rua Sargento Manoel Barbosa da Silva,,https://www.policiacivil.sp.gov.br/,,,,,,,,,,,BR,,99º DP - Campo Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6947772 -23.6375766, -46.69444 -23.6371126, -46.6943174 -23.6371799, -46.6942813 -23.6371994, -46.6946067 -23.6376722, -46.6946908 -23.6376255, -46.6947772 -23.6375766))",courthouse,Foro de Santo Amaro - Cível,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,São Paulo,206,04717-000,Rua Alexandre Dumas,,,,,,,,,,,,,BR,,,,,,,,,,,,,,Foro Regional II - Santo Amaro,,,,,+55 11 5548 3199,http://www.tj.sp.gov.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.652687 -23.6002263, -46.6540426 -23.6001427, -46.653949 -23.598969, -46.6533509 -23.5989536, -46.6531449 -23.5989641, -46.6516644 -23.59902, -46.6515881 -23.5990655, -46.6515538 -23.5991319, -46.6516696 -23.5992808, -46.6520765 -23.5996878, -46.652355 -23.5999326, -46.6524854 -23.6000738, -46.652687 -23.6002263))",courthouse,Tribunal de Contas do Município de São Paulo,,,,,,São Paulo,1130,04027-000,Avenida Professor Ascendino Reis,,,,,,,,,,,,,BR,,,,,,,,,,,,,,TCMSP,,,,,+55 11 5080 1000,http://www.tcm.sp.gov.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6337108 -23.600964, -46.6337073 -23.600571, -46.6342346 -23.6005531, -46.6342387 -23.6007983, -46.6348436 -23.6007829, -46.6348651 -23.6012151, -46.6342776 -23.6012419, -46.634273 -23.6011438, -46.6342639 -23.600947, -46.6337108 -23.600964))",courthouse,Foro do Jabaquara,,,,,,São Paulo,424,04128-080,Rua Joel Jorge de Mello,,,,,,,,,,,,,BR,,,,,,,,,,,,,,Foro Regional III - Jabaquara e Saúde,,,,,+55 11 5574 0355,http://www.tj.sp.gov.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7962242 -23.5972446, -46.7962254 -23.597357, -46.795905 -23.5973397, -46.7959061 -23.5972997, -46.7958566 -23.5972988, -46.7958589 -23.5972628, -46.7959083 -23.5972603, -46.7959097 -23.5972275, -46.7962242 -23.5972446))",police,75º Distrito Policial (Jardim Arpoador),Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,Rua Mário Ancona,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7465703 -23.5626708, -46.7465015 -23.5626462, -46.7462765 -23.5624975, -46.7460597 -23.5622586, -46.7459358 -23.5621037, -46.7458738 -23.56194, -46.7457809 -23.5617718, -46.7456614 -23.5615815, -46.7453605 -23.5613205, -46.7441923 -23.5605638, -46.7438188 -23.5602919, -46.7440846 -23.5587702, -46.745206 -23.5586572, -46.7461966 -23.5585573, -46.7463909 -23.5585905, -46.7463256 -23.5589066, -46.7471786 -23.5590236, -46.7472838 -23.5591321, -46.7472582 -23.5592792, -46.7472158 -23.5595226, -46.7472284 -23.5595984, -46.7472013 -23.5597251, -46.7467374 -23.5618908, -46.7467187 -23.5619779, -46.7465703 -23.5626708))",police,16º Batalhão da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7468134 -23.558784, -46.7467841 -23.5587796, -46.7467903 -23.5587445, -46.7465479 -23.5587084, -46.746528 -23.558822, -46.7467727 -23.5588584, -46.7467795 -23.5588199, -46.7468064 -23.5588239, -46.746829 -23.5588272, -46.746836 -23.5587873, -46.7468134 -23.558784))",police,93º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,93º DP,,,,,,,,,,,,93º Distrito Policial Jaguaré,yes,,,13.168,,,,grey,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6434969 -23.6393273, -46.6433682 -23.6392657, -46.6431723 -23.6395559, -46.6432845 -23.6396203, -46.6433935 -23.6394697, -46.6434969 -23.6393273))",police,35º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7042612 -23.5112226, -46.7043079 -23.5111124, -46.7043738 -23.5111344, -46.7044187 -23.5110465, -46.7044038 -23.5109889, -46.704853 -23.5107664, -46.7049021 -23.5107948, -46.7050044 -23.510955, -46.704902 -23.5112101, -46.7048105 -23.5113901, -46.7048319 -23.5114516, -46.7047649 -23.5116041, -46.7046925 -23.5115795, -46.7044013 -23.5121809, -46.7041295 -23.5124118, -46.7038457 -23.5125605, -46.7037089 -23.5126321, -46.7033971 -23.5127345, -46.7031224 -23.5127292, -46.7030165 -23.5125456, -46.703028 -23.5123829, -46.7031255 -23.5122552, -46.7031816 -23.5122081, -46.7036288 -23.5120418, -46.7037976 -23.5119343, -46.7039636 -23.5117664, -46.7041054 -23.5115754, -46.7041327 -23.5115135, -46.7042612 -23.5112226))",police,Polícia Federal Superintendência Regional de São Paulo,Polícia Federal do Brasil,Q2289697,,,,São Paulo,95,05038-090,Rua Hugo D'Antola,,http://www.dpf.gov.br/institucional/pf-pelo-brasil/sao-paulo/superintendencia-regional-de-sao-paulo,Lapa de Baixo,,,,+55 11 3538 5000,,,,,,,,,,nutel.srsp@dpf.gov.br,,,,,,Federal Police of Brazil,Polícia Federal do Brasil,pt:Polícia Federal do Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6040244 -23.5830783, -46.6040624 -23.5830812, -46.6043168 -23.5831005, -46.6043369 -23.5829058, -46.6037868 -23.5828628, -46.6037781 -23.582946, -46.6037642 -23.5829448, -46.6037679 -23.5829097, -46.6037409 -23.5829073, -46.6037345 -23.5829687, -46.603777 -23.5829725, -46.6037681 -23.5830589, -46.6040244 -23.5830783))",courthouse,Forum Regional  Ipiranga,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,São Paulo,1455,04206-000,Rua Agostinho Gomes,Mo-Fr 12:30-19:00; PH off,,Ipiranga,,,,,,,,,,,,,,,,,,pmsp,,,,,,Foro X Ipiranga,yes,,3,14.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7379206 -23.5834607, -46.7379255 -23.5836302, -46.7379485 -23.5838012, -46.7379795 -23.583931, -46.7379927 -23.5840526, -46.7379485 -23.5841865, -46.737891 -23.5842635, -46.7371816 -23.584108, -46.7372562 -23.5838436, -46.7371989 -23.583762, -46.7377007 -23.5833023, -46.7379206 -23.5834607))",fire_station,4º GB - São Paulo/1º PB Butantã,,,,,,São Paulo,800,05593-090,Rua Azém Abdalla Azém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6619119 -23.5225484, -46.6617932 -23.5225678, -46.6617727 -23.5225579, -46.6616832 -23.5225698, -46.6616863 -23.5225912, -46.6616732 -23.5225939, -46.6616718 -23.5225824, -46.6616594 -23.5225736, -46.6616269 -23.5225791, -46.6616167 -23.5225922, -46.6616181 -23.5226026, -46.6616047 -23.5226053, -46.6616039 -23.5225941, -46.6615919 -23.5225844, -46.6615584 -23.5225897, -46.661547 -23.5226022, -46.661549 -23.5226129, -46.6615349 -23.5226153, -46.6615325 -23.5225949, -46.6614424 -23.5226077, -46.6615133 -23.5229921, -46.6616003 -23.5229787, -46.6615978 -23.5229577, -46.6616122 -23.5229555, -46.6616139 -23.5229653, -46.6616284 -23.5229735, -46.6616616 -23.5229691, -46.6616693 -23.5229578, -46.6616688 -23.5229456, -46.6616826 -23.5229443, -46.661684 -23.5229559, -46.6616975 -23.5229627, -46.6617307 -23.5229591, -46.6617368 -23.5229469, -46.661735 -23.5229305, -46.6617485 -23.5229292, -46.6617526 -23.5229557, -46.6618455 -23.5229412, -46.6618603 -23.5229231, -46.6619119 -23.5229148, -46.6620138 -23.5228983, -46.6620331 -23.5229114, -46.662121 -23.5228963, -46.6621183 -23.5228761, -46.6621289 -23.5228751, -46.6621319 -23.5228861, -46.6621479 -23.5228929, -46.6621801 -23.5228873, -46.6621897 -23.5228748, -46.6621877 -23.5228653, -46.6622015 -23.5228634, -46.6622025 -23.5228735, -46.6622164 -23.5228823, -46.6622489 -23.5228767, -46.6622563 -23.5228657, -46.6622552 -23.5228547, -46.6622684 -23.5228528, -46.6622705 -23.5228736, -46.6623581 -23.5228588, -46.6622915 -23.5224738, -46.6622046 -23.5224883, -46.662207 -23.522509, -46.6621936 -23.5225115, -46.6621919 -23.5225017, -46.6621808 -23.522492, -46.6621458 -23.522497, -46.6621365 -23.5225086, -46.6621379 -23.5225202, -46.6621251 -23.5225221, -46.6621234 -23.5225102, -46.6621073 -23.5225014, -46.6620766 -23.522507, -46.6620665 -23.5225198, -46.6620685 -23.5225313, -46.6620554 -23.5225338, -46.6620507 -23.5225125, -46.6619612 -23.522525, -46.6619486 -23.5225424, -46.6619119 -23.5225484))",courthouse,Fórum Trabalhista,,,,,,São Paulo,1444,01136-001,Rua do Bosque,,,Barra Funda,,,,,,,,,,,,,,,,,,pmsp,,,,,,Predio do Lalau,yes,,,66.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6471042 -23.5019114, -46.6468915 -23.5015626, -46.6463197 -23.5018954, -46.6460771 -23.5020366, -46.6463659 -23.5023953, -46.6465899 -23.5022357, -46.6468241 -23.5020823, -46.6471042 -23.5019114))",police,Núcleo de Perícias Criminalísticas - EPC NORTE,Polícia Científica de São Paulo,Q10374973,,,,,400,02506-000,Rua Leão XIII,,,Jardim São Bento,2025-01-08,,,+55 11 2256 5466,,,,,,,,,,,,,,http://www.policiacientifica.sp.gov.br/ic-instituto-de-criminalistica/,,,,,,,,,,,+55 11 2239 0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.533472 -23.5984804, -46.5323026 -23.5988502, -46.5324125 -23.5991643, -46.5336836 -23.5988336, -46.533472 -23.5984804))",police,70ª DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,,390,,Rua Otávio Alves Dundas,,,,,,,+55 11 2702 0454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5672824 -23.5940132, -46.5676065 -23.5937822, -46.5674542 -23.5936092, -46.5674001 -23.5935492, -46.5673136 -23.5935916, -46.5671647 -23.5935933, -46.5670618 -23.5935812, -46.567049 -23.5935772, -46.5670344 -23.5937394, -46.5672824 -23.5940132))",police,56º DP Vila Alpina,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6304983 -23.532718, -46.6301656 -23.5316316, -46.6317991 -23.5312064, -46.6318532 -23.5313885, -46.6319707 -23.5313625, -46.632108 -23.5318032, -46.6322552 -23.5322757, -46.6304983 -23.532718))",police,Rondas Ostensivas Tobias de Aguiar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,440,01102-000,Avenida Tiradentes,,,Luz,,,,,,,,,,,,ROTA,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.3986793 -23.5358278, -46.3982252 -23.535556, -46.3981792 -23.5356277, -46.3978825 -23.5360779, -46.3983412 -23.5363491, -46.3984097 -23.5362488, -46.3983803 -23.5362313, -46.3984168 -23.5361764, -46.3985017 -23.5360484, -46.3985341 -23.5360666, -46.3985677 -23.5360174, -46.3986214 -23.5359387, -46.3986793 -23.5358278))",police,68º Delegacia de Policia,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,229,08452-250,Rua João da Silva Aguiar,,,Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5268581 -23.4956574, -46.5270023 -23.4956577, -46.5270033 -23.4953182, -46.5268591 -23.4953178, -46.5268581 -23.4956574))",police,Polícia Ambiental,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5980726 -23.6273843, -46.5979861 -23.6273419, -46.5979179 -23.6274587, -46.5980044 -23.6275012, -46.5980726 -23.6273843))",police,"Polícia Militar Rodoviária - Base SP-150/1 - km 10,7 Sul - São Paulo",Polícia Rodoviária do Estado de São Paulo,Q7665658,,,,,,,,,,,,,,,traffic_police,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6329 -23.5540291, -46.632798 -23.5536934, -46.6327681 -23.5536925, -46.6327461 -23.5536942, -46.6327244 -23.5536977, -46.6327032 -23.5537032, -46.6326826 -23.5537105, -46.6326629 -23.5537195, -46.6326382 -23.5537342, -46.6327371 -23.5540608, -46.6327399 -23.5540703, -46.632762 -23.5540706, -46.6327839 -23.5540691, -46.6328057 -23.554066, -46.6328271 -23.5540611, -46.6328479 -23.5540545, -46.6328681 -23.5540464, -46.6328937 -23.554033, -46.6329 -23.5540291))",courthouse,Edificio 23 de Maio - Tribunal de Justiça de São Paulo - Segunda Instância - Direito Privado I,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,São Paulo,38,01512-000,Rua Conde de Sarzedas,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribunal de Justiça,yes,,14,50.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6378241 -23.6539862, -46.6375451 -23.6541164, -46.6372474 -23.6542343, -46.6371589 -23.6541974, -46.6370999 -23.6541311, -46.6371803 -23.653711, -46.6372635 -23.6532859, -46.6373225 -23.6532466, -46.6374083 -23.6532172, -46.6375076 -23.6532172, -46.6375585 -23.6532687, -46.6376014 -23.6533105, -46.6377945 -23.6535464, -46.6378884 -23.6537134, -46.6379072 -23.6538068, -46.6378911 -23.6538707, -46.6378696 -23.6539198, -46.6378241 -23.6539862))",fire_station,Corpo de Bombeiros - 1º GB - Posto Jabaquara,Corpo de Bombeiros Militar do Estado de São Paulo,Q10260738,,,CBPMESP,São Paulo,3305,,Avenida Engenheiro Armando de Arruda Pereira,,,Vila Fachini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6635765 -23.5083197, -46.6640963 -23.50914, -46.6637127 -23.5093341, -46.6631121 -23.5084017, -46.6635765 -23.5083197))",police,1º Batalhão de Policia Ambiental,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,150,02518-020,Rua Mourão Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6580236 -23.5894645, -46.6578587 -23.5895765, -46.6578941 -23.5896202, -46.658059 -23.5895082, -46.6580236 -23.5894645))",police,Guarda Civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6234086 -23.5117162, -46.6230471 -23.5117333, -46.622693 -23.5117275, -46.6223387 -23.5117139, -46.6219843 -23.5116867, -46.6220245 -23.5125239, -46.6220739 -23.5125226, -46.6228592 -23.5125108, -46.6230894 -23.5125696, -46.6231756 -23.5123392, -46.6234086 -23.5117162))",police,DEIC,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,,,Avenida Zaki Narchi,,,Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6655114 -23.5131983, -46.6654807 -23.5132039, -46.6653315 -23.5123635, -46.6656954 -23.5123229, -46.665692 -23.5122641, -46.6658615 -23.5121507, -46.6659577 -23.5120876, -46.6661235 -23.5120745, -46.6661443 -23.5122823, -46.6661058 -23.5125001, -46.6660514 -23.5126733, -46.6658736 -23.5130648, -46.6658282 -23.5130428, -46.6657263 -23.5131612, -46.6655114 -23.5131983))",fire_station,2º Grupamento de Bombeiros,Secretaria de Segurança Publica do Estado de SP,,,,,São Paulo,1020,02518-130,Avenida Ordem e Progresso,,,Jardim das Laranjeiras,2025-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7560623 -23.6625811, -46.7558692 -23.6630745, -46.7564058 -23.6632328, -46.7564465 -23.6632253, -46.756603 -23.6626984, -46.7560623 -23.6625811))",police,92º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,300,05861-280,Rua Maria Benedita Rodrigues,,,Parque Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5700824 -23.5008711, -46.5697599 -23.500528, -46.5693202 -23.5013506, -46.569506 -23.5013492, -46.5696015 -23.5013491, -46.5697078 -23.5013455, -46.5698656 -23.5013413, -46.5700824 -23.5008711))",police,90ª Delegacia de Policia,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,52,02145-040,Alameda Terceiro Sargento Alcides de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4495933 -23.529233, -46.450043 -23.5288123, -46.4498019 -23.5285956, -46.4496008 -23.5287838, -46.4493522 -23.5290164, -46.4495933 -23.529233))",courthouse,Fórum Regional de Itaquera,,,,,,São Paulo,3915,08240-000,Avenida Pires do Rio,,,,,,,+55 11 2051 3607,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,12.605,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
